Comment,Designator,Footprint,LCSC,Quantity
Bus_PCI_32bit_Universal,J5,CONN-TH_EH06003-DAW-DF,C2761459,1
Conn_01x02_Socket,,PinSocket_1x02_P2.54mm_Vertical,,0
Conn_01x15_Socket,,PinSocket_1x15_P2.54mm_Vertical,,0
Conn_01x02_Socket,,PinSocket_1x02_P2.54mm_Vertical,,0
Conn_01x02_Socket,,PinSocket_1x02_P2.54mm_Vertical,,0
Conn_01x08_Socket,,PinHeader_1x08_P2.54mm_Vertical,,0
Conn_01x02_Socket,,PinSocket_1x02_P2.54mm_Vertical,,0
