Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D1,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,149.0,-95.975,0.0,top
J1,SAO Connector SMD,SAO Connector SMD,149.0,-95.975001,340.0,bottom
R1,330,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,158.5,-99.75,180.0,bottom
R2,1K,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,140.75,-95.25,90.0,bottom
R3,1K,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,136.25,-95.25,90.0,bottom
