Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D1,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,121.910116,-119.328931,180.0,top
D2,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,133.311668,-126.669193,30.0,top
D3,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,115.670986,-136.577257,180.0,top
J1,SAO Connector SMD,SAO Connector SMD,125.005473,-131.066827,0.0,bottom
R1,330,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,122.159405,-123.851589,0.0,bottom
R2,330,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,136.294019,-132.414297,180.0,bottom
R3,330,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,110.443855,-136.531772,180.0,bottom
