Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U2,TYPE-C-31-M-12,USB-C_SMD-TYPE-C-31-M-12,91.750488,-164.62,270.0,bottom
U2,TYPE-C-31-M-12,USB-C_SMD-TYPE-C-31-M-12,105.251539,-85.12,90.0,bottom
U3,TPSMF05CT1G,SOT-363_L2.0-W1.3-P0.65-LS2.1-BL,80.251014,-170.87,0.0,bottom
U3,TPSMF05CT1G,SOT-363_L2.0-W1.3-P0.65-LS2.1-BL,24.751,-78.87,180.0,bottom
U3,TPSMF05CT1G,SOT-363_L2.0-W1.3-P0.65-LS2.1-BL,172.251027,-170.87,0.0,bottom
U3,TPSMF05CT1G,SOT-363_L2.0-W1.3-P0.65-LS2.1-BL,116.751013,-78.87,180.0,bottom
U4,IR968-8C,LED-TH_L2.9-W2.9-P2.54-FD,107.701027,-219.02,0.0,bottom
U4,IR968-8C,LED-TH_L2.9-W2.9-P2.54-FD,89.301,-30.72,180.0,bottom
U4,IR968-8C,LED-TH_L2.9-W2.9-P2.54-FD,15.701014,-219.02,0.0,bottom
U4,IR968-8C,LED-TH_L2.9-W2.9-P2.54-FD,181.301013,-30.72,180.0,bottom
U5,TSOP34838,SENSOR-TH_TSOP34838,82.4518,-30.70857,180.0,bottom
U5,TSOP34838,SENSOR-TH_TSOP34838,22.550214,-219.03143,0.0,bottom
U5,TSOP34838,SENSOR-TH_TSOP34838,174.451813,-30.70857,180.0,bottom
U5,TSOP34838,SENSOR-TH_TSOP34838,114.550227,-219.03143,0.0,bottom
U6,AP2112K-3_3TRG1,SOT-25-5_L2.9-W1.6-P0.95-LS2.8-BL,118.000987,-100.97,180.0,bottom
U6,AP2112K-3_3TRG1,SOT-25-5_L2.9-W1.6-P0.95-LS2.8-BL,26.000974,-100.97,180.0,bottom
U6,AP2112K-3_3TRG1,SOT-25-5_L2.9-W1.6-P0.95-LS2.8-BL,79.001039,-148.77,0.0,bottom
U6,AP2112K-3_3TRG1,SOT-25-5_L2.9-W1.6-P0.95-LS2.8-BL,171.001052,-148.77,0.0,bottom
U7,HS96L03W2C03,OLED-TH_L38.0-W12.0_HS91L02W2C01,34.469708,-216.77,0.0,top
U7,HS96L03W2C03,OLED-TH_L38.0-W12.0_HS91L02W2C01,70.532306,-32.97,180.0,top
U7,HS96L03W2C03,OLED-TH_L38.0-W12.0_HS91L02W2C01,126.469721,-216.77,0.0,top
U7,HS96L03W2C03,OLED-TH_L38.0-W12.0_HS91L02W2C01,162.532319,-32.97,180.0,top
