Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D1,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,125.835881,-64.115847,203.0,bottom
D2,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,120.52,-64.115847,203.0,bottom
D3,LED,LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder,115.15,-64.115847,203.0,bottom
J1,SAO Connector SMD,SAO Connector SMD,120.46,-78.0,0.0,bottom
R1,330,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,125.5,-69.5,90.0,bottom
R2,330,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,122.0,-69.5,90.0,bottom
R3,330,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,119.0,-69.5,90.0,bottom
